Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
LEGO Harry Potter: Years 1-4,DS,2010,Action,72,7.2,E10+
The Sims 3,X360,2010,Simulation,76,7.1,T
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,68,8.2,E
Dead Island,PS3,2011,Action,71,6.6,M
Kirby: Nightmare in Dream Land,GBA,2002,Platform,81,8.9,E
Wario Land 4,GBA,2001,Platform,88,8.9,E
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,80,8.6,E10+
Far Cry: Primal,PS4,2016,Action,76,6.3,M
Battlefield 1,XOne,2016,Shooter,87,8.2,M
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,84,9.0,M
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,87,9.4,E
Madden NFL 12,PS3,2011,Sports,79,5.5,E
God of War: Ascension,PS3,2013,Action,80,7.5,M
Guitar Hero III: Legends of Rock,PS3,2007,Misc,83,7.8,T
Sonic Advance,GBA,2001,Platform,87,8.1,E
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,74,5.7,E
New Super Luigi U,WiiU,2013,Platform,77,7.9,E
Spyro: Season of Ice,GBA,2001,Platform,74,8.0,E
Dissidia: Final Fantasy,PSP,2008,Fighting,79,8.0,T
Madden NFL 25,X360,2013,Sports,80,5.6,E
Borderlands 2,PS3,2012,Shooter,91,8.2,M
Prince of Persia: The Sands of Time,PS2,2003,Action,92,8.8,T
Monster Hunter Tri,Wii,2009,Role-Playing,84,8.6,T
LEGO Marvel Super Heroes,X360,2013,Action,80,7.6,E10+
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,73,7.3,M
Star Wars: The Force Unleashed,PS3,2008,Action,71,6.6,T
Guitar Hero II,X360,2007,Misc,92,8.1,T
Forza Motorsport 5,XOne,2013,Racing,79,5.9,E
Rock Band 2,X360,2008,Misc,92,8.3,T
Need for Speed: Hot Pursuit,X360,2010,Racing,88,7.0,E10+
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,80,7.9,E
BioShock 2,X360,2010,Shooter,88,8.2,M
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,94,9.2,T
Madden NFL 15,PS4,2014,Sports,81,6.1,E
Pro Evolution Soccer 2012,PS3,2011,Action,80,6.6,E
Saints Row,X360,2006,Action,81,7.5,M
ATV Offroad Fury 2,PS2,2002,Racing,82,8.9,E
FIFA 15,XOne,2014,Sports,82,5.4,E
Tom Clancy's The Division,XOne,2016,Shooter,80,6.9,M
Final Fantasy XIII,X360,2010,Role-Playing,82,6.3,T
The Sims: House Party,PC,2001,Simulation,74,7.9,T
Scribblenauts,DS,2009,Puzzle,79,7.6,E10+
Sonic Unleashed,Wii,2008,Platform,66,7.3,E10+
Pokemon Ranger,DS,2006,Role-Playing,69,7.6,E
Overwatch,PS4,2016,Shooter,90,6.1,T
Hitman: Absolution,PS3,2012,Action,83,7.5,M
Call of Duty: Roads to Victory,PSP,2007,Shooter,64,7.5,T
Dance Dance Revolution Extreme,PS2,2004,Simulation,77,9.0,E
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,87,7.8,E
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,62,5.2,E
Project Gotham Racing,XB,2001,Racing,85,8.2,E
NBA 2K12,PS3,2011,Sports,90,6.7,E
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,89,8.5,E
Dynasty Warriors 4,PS2,2003,Action,78,9.3,T
NBA 2K14,PS3,2013,Sports,84,4.9,E
Tetris DS,DS,2006,Puzzle,84,8.7,E
Battlefield: Hardline,PS4,2015,Shooter,73,5.0,M
Mortal Kombat,X360,2011,Fighting,86,8.3,M
Borderlands,PS3,2009,Shooter,83,7.9,M
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,84,9.0,M
NBA 2K11,X360,2010,Action,89,8.1,E
Dying Light,PS4,2015,Action,74,7.9,M
Dead Rising,X360,2006,Action,85,7.6,M
World of Warcraft: Cataclysm,PC,2010,Role-Playing,90,5.6,T
Tetris Worlds,PS2,2002,Puzzle,44,6.2,E
Final Fantasy III,DS,2006,Role-Playing,77,7.1,E10+
Mario Party 5,GC,2003,Misc,69,8.2,E
Portal 2,X360,2011,Shooter,95,8.5,E10+
Mario Sports Mix,Wii,2010,Sports,64,7.1,E
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,72,7.8,E10+
The Sims 2: Pets,DS,2006,Simulation,49,5.2,E
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,73,7.1,E10+
DriveClub,PS4,2014,Racing,71,6.1,E
UFC 2009 Undisputed,X360,2009,Fighting,83,7.9,T
Metal Gear Solid: Peace Walker,PSP,2010,Action,89,8.9,T
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,82,8.6,E10+
SoulCalibur II,PS2,2003,Fighting,92,8.8,T
Need for Speed: ProStreet,X360,2007,Racing,72,7.1,E10+
Sonic Mega Collection,GC,2002,Misc,75,8.8,E
Need For Speed: Undercover,PS3,2008,Racing,59,5.9,T
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,72,9.0,T
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,82,8.2,T
Need for Speed: ProStreet,PS3,2007,Racing,73,6.0,E10+
Donkey Kong Country,GBA,2003,Platform,78,8.9,E
Dance Central 2,X360,2011,Misc,86,8.2,T
Carnival Games,DS,2008,Misc,48,3.3,E
NBA Live 2004,PS2,2003,Sports,86,7.7,E
Call of Duty 2,X360,2005,Shooter,89,8.1,T
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,73,7.7,E10+
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,62,8.1,E
Dark Souls,PS3,2011,Role-Playing,89,8.7,M
Just Dance 3,X360,2011,Misc,70,7.7,E10+
Battlefield 4,XOne,2013,Shooter,81,6.6,M
Fire Emblem: Awakening,3DS,2012,Role-Playing,92,9.1,T
Need for Speed: The Run,PS3,2011,Action,64,6.4,T
Dragon Age: Inquisition,PS4,2014,Role-Playing,89,7.4,M
Dead Space,PS3,2008,Action,88,8.8,M
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,76,7.1,T
TouchMaster,DS,2007,Puzzle,71,5.7,E10+
Harry Potter and the Chamber of Secrets,GBA,2002,Action,76,7.9,E
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,75,7.8,E10+
Skate 3,PS3,2010,Sports,80,7.6,T
Need for Speed Rivals,PS4,2013,Racing,80,6.2,E10+
Spyro: Enter the Dragonfly,PS2,2002,Platform,56,4.1,E
Devil May Cry 2,PS2,2003,Action,68,6.6,M
Hot Shots Golf: Open Tee,PSP,2004,Sports,81,8.7,E10+
Forza Horizon,X360,2012,Racing,85,8.4,T
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,88,8.3,M
Crash Nitro Kart,PS2,2003,Racing,69,7.7,E
Resident Evil 6,X360,2012,Shooter,67,5.0,M
Grand Theft Auto: San Andreas,XB,2005,Action,93,8.6,AO
NBA Street Vol. 2,PS2,2003,Sports,90,8.8,E
Def Jam Vendetta,PS2,2003,Fighting,80,8.9,T
Kirby Squeak Squad,DS,2006,Platform,71,8.1,E
Burnout Paradise,PS3,2008,Racing,87,7.7,E10+
The Sims 3,PS3,2010,Simulation,78,6.4,T
FIFA Soccer 09,X360,2008,Sports,87,8.0,E
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,77,8.9,T
Call of Duty: World at War,Wii,2008,Shooter,83,7.6,M
Tom Clancy's Ghost Recon,PS2,2002,Shooter,63,8.3,M
BioShock Infinite,X360,2013,Shooter,93,8.5,M
X-Men Legends,PS2,2004,Role-Playing,79,8.5,T
Mortal Kombat vs. DC Universe,X360,2008,Fighting,72,7.5,T
Destiny: The Taken King,PS4,2015,Shooter,86,6.0,T
Red Faction,PS2,2001,Shooter,88,8.0,M
The Sims: Makin' Magic,PC,2003,Simulation,80,8.6,T
Mario Party: Island Tour,3DS,2013,Misc,57,6.3,E
MX Unleashed,PS2,2004,Racing,80,9.2,E
Guitar Hero: World Tour,PS3,2008,Misc,84,7.5,T
Need for Speed: Shift,X360,2009,Racing,83,6.5,E
Diablo III,PS3,2013,Role-Playing,86,6.4,M
LittleBigPlanet 3,PS4,2014,Platform,79,7.1,E
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,90,8.6,T
Mario Super Sluggers,Wii,2008,Sports,69,7.8,E
Monopoly,Wii,2008,Misc,70,7.8,E
Madden NFL 09,PS3,2008,Sports,85,4.4,E
Batman: Arkham Origins,X360,2013,Action,74,7.5,T
Game Party 2,Wii,2008,Misc,29,4.6,E
Mortal Kombat: Deception,PS2,2004,Fighting,81,8.5,M
NBA 2K17,PS4,2016,Sports,88,6.7,E
Toy Story Mania!,Wii,2009,Misc,49,6.6,E
Star Fox Adventures,GC,2002,Adventure,82,7.7,T
Madden NFL 25,PS3,2013,Sports,76,4.1,E
Dynasty Warriors 3,PS2,2001,Action,78,9.1,T
Madden NFL 06,XB,2005,Sports,86,6.7,E
Shrek 2,PS2,2004,Platform,71,8.5,E
Star Wars: The Force Unleashed,Wii,2008,Action,71,7.9,T
NBA Live 2002,PS2,2001,Sports,70,7.4,E
Just Cause 3,PS4,2015,Action,73,6.5,M
Jak 3,PS2,2004,Platform,84,8.6,T
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,76,7.9,E
Max Payne 3,PS3,2012,Shooter,87,7.8,M
LEGO Marvel Super Heroes,PS3,2013,Action,82,7.9,E10+
Phineas and Ferb,DS,2009,Action,80,4.5,E
NCAA Football 06,PS2,2005,Sports,87,8.5,E
Rayman Raving Rabbids 2,Wii,2007,Misc,67,8.3,E10+
Kirby: Triple Deluxe,3DS,2014,Platform,80,8.8,E
Sonic Classic Collection,DS,2010,Platform,70,7.5,E
inFAMOUS 2,PS3,2011,Action,83,8.4,T
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,82,4.8,T
Namco Museum,PS2,2001,Misc,72,6.0,E
The Sims: Hot Date,PC,2001,Simulation,85,7.9,T
Demon's Souls,PS3,2009,Role-Playing,89,8.9,M
The Orange Box,X360,2007,Shooter,96,8.9,M
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,82,8.2,E
Virtua Fighter 4,PS2,2002,Fighting,94,8.0,T
Mafia III,PS4,2016,Action,68,5.1,M
Sly 2: Band of Thieves,PS2,2004,Platform,88,9.0,E
Sonic Advance 2,GBA,2002,Platform,83,8.3,E
Madden NFL 07,X360,2006,Sports,80,6.0,E
NBA 2K11,PS3,2010,Action,89,7.6,E
Forza Motorsport 6,XOne,2015,Racing,87,7.9,E
The Evil Within,PS4,2014,Action,75,7.3,M
Metroid Prime 3: Corruption,Wii,2007,Shooter,90,8.9,T
Midnight Club II,PS2,2003,Racing,85,8.5,T
The Getaway: Black Monday,PS2,2004,Action,57,7.6,M
50 Cent: Bulletproof,PS2,2005,Action,47,6.6,M
Dead or Alive 3,XB,2001,Fighting,87,8.6,T
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,75,7.4,E10+
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,76,7.7,E10+
UFC 2009 Undisputed,PS3,2009,Fighting,84,8.1,T
The SpongeBob SquarePants Movie,PS2,2004,Platform,75,9.0,E
Golden Sun,GBA,2001,Role-Playing,91,9.3,E
Def Jam: Fight for NY,PS2,2004,Fighting,83,8.9,M
Tom Clancy's Ghost Recon,XB,2002,Shooter,84,6.1,M
State of Emergency,PS2,2002,Action,71,5.7,M
The Urbz: Sims in the City,PS2,2004,Simulation,70,8.2,T
Star Wars: Starfighter,PS2,2001,Simulation,84,8.0,T
Star Wars: Battlefront,XB,2004,Shooter,80,9.1,T
Madden NFL 17,PS4,2016,Sports,82,4.9,E
Just Cause 2,PS3,2010,Action,83,8.0,M
FIFA Soccer 08,PS3,2007,Sports,81,7.1,E
Crackdown,X360,2007,Shooter,83,8.0,M
Wii Party U,WiiU,2013,Misc,65,6.8,E
Dance Dance Revolution X,PS2,2008,Simulation,55,6.2,E10+
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,83,8.7,T
Kinect Star Wars,X360,2012,Action,55,3.5,T
Dragon's Dogma,PS3,2012,Role-Playing,78,8.3,M
The Order: 1886,PS4,2015,Shooter,63,6.6,M
SSX Tricky,PS2,2001,Sports,92,8.9,E
Knack,PS4,2013,Platform,54,6.5,E10+
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,78,8.1,T
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,78,7.9,E
Hitman: Absolution,X360,2012,Action,79,7.1,M
The Crew,PS4,2014,Racing,61,5.4,T
NBA 2K15,XOne,2014,Sports,82,6.3,E
Madden NFL 2005,XB,2004,Sports,91,7.6,E
Star Ocean: Till The End of Time,PS2,2003,Role-Playing,80,7.7,T
Call of Duty: Modern Warfare 3,PC,2011,Shooter,78,2.5,M
Dishonored,X360,2012,Action,88,7.9,M
The Beatles: Rock Band,Wii,2009,Misc,89,8.9,T
Ace Combat 5: The Unsung War,PS2,2004,Simulation,84,9.1,T
Need for Speed Underground,XB,2003,Racing,83,8.7,E
Deal or No Deal,DS,2007,Misc,20,1.9,E
Portal 2,PS3,2011,Shooter,95,8.4,E10+
NCAA Football 07,PS2,2006,Sports,87,8.6,E
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,74,5.3,T
No Man's Sky,PS4,2016,Action,71,4.5,T
SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,82,8.8,M
BioShock Infinite,PS3,2013,Shooter,94,8.5,M
Harry Potter and the Sorcerer's Stone,GBA,2001,Action,64,7.1,E
Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,53,6.9,E
Resident Evil 4,GC,2005,Action,96,9.4,M
Need For Speed: Undercover,X360,2008,Racing,64,5.9,T
Sonic Colors,Wii,2010,Platform,78,8.5,E
Saints Row 2,PS3,2008,Action,82,7.9,M
Sid Meier's Civilization V,PC,2010,Strategy,90,7.9,E10+
The Sims: Superstar,PC,2003,Simulation,79,8.2,T
Metroid Fusion,GBA,2002,Action,92,9.1,E
We Ski,Wii,2008,Sports,67,8.5,E
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,73,7.9,T
SSX 3,PS2,2003,Sports,93,9.1,E
Madden NFL 2001,PS,2000,Sports,90,6.8,E
Star Wars: Battlefront II,XB,2005,Shooter,83,8.9,T
Tony Hawk's Pro Skater 3,PS,2001,Sports,87,8.3,E
Dragon Age: Origins,PS3,2009,Role-Playing,87,7.9,M
Spy Hunter,PS2,2001,Racing,84,7.8,T
NCAA Football 2004,PS2,2003,Sports,94,8.8,E
Fight Night Round 3,PS3,2006,Fighting,83,7.9,T
StarCraft II: Heart of the Swarm,PC,2013,Strategy,86,7.9,T
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,71,9.0,E
Until Dawn,PS4,2015,Adventure,79,8.2,M
Big Beach Sports,Wii,2008,Sports,44,8.0,E
SSX,PS2,2000,Sports,93,8.3,E
Shaun White Snowboarding: Road Trip,Wii,2008,Sports,78,8.7,E10+
NBA Ballers,PS2,2004,Sports,83,9.2,E
Saints Row IV,X360,2013,Action,81,6.5,M
NBA Live 2003,PS2,2002,Sports,83,8.3,E
LEGO Batman 2: DC Super Heroes,X360,2012,Action,79,7.2,E10+
Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,72,8.4,T
Dark Souls III,PS4,2016,Role-Playing,89,8.8,M
Kirby's Return to Dreamland,Wii,2011,Platform,77,8.5,E10+
Mario Party 6,GC,2004,Misc,71,7.9,E
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,56,6.7,T
Need for Speed Carbon,X360,2006,Racing,77,6.3,E10+
Heavenly Sword,PS3,2007,Action,79,8.3,T
MySims,Wii,2007,Simulation,68,7.2,E
Army of Two,X360,2008,Shooter,72,7.6,M
Tiger Woods PGA Tour 2003,PS2,2002,Sports,88,8.9,E
Prince of Persia: Warrior Within,PS2,2004,Action,83,8.5,M
Far Cry 4,XOne,2014,Shooter,82,7.5,M
ESPN NFL 2K5,XB,2004,Sports,92,9.1,E
Beyond: Two Souls,PS3,2013,Adventure,70,8.1,M
Pikmin,GC,2001,Strategy,89,8.7,E
Tiger Woods PGA Tour 2004,PS2,2003,Sports,89,8.8,E
NCAA Football 2005,PS2,2004,Sports,88,8.8,E
Max Payne 3,X360,2012,Shooter,86,7.8,M
Viva Pinata,X360,2006,Simulation,84,8.0,E
Kinectimals,X360,2010,Simulation,74,3.1,E
Kirby Air Ride,GC,2003,Racing,61,7.9,E
LEGO Marvel Super Heroes,PS4,2013,Action,83,7.7,E10+
Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,80,7.9,E10+
NFL Street 2,PS2,2004,Sports,77,8.7,E
Super Mario Strikers,GC,2005,Sports,76,8.7,E
Rage,X360,2011,Shooter,81,6.7,M
Mario Hoops 3 on 3,DS,2006,Sports,69,8.0,E
Just Cause 2,X360,2010,Action,81,8.0,M
Sonic Heroes,GC,2003,Platform,72,7.8,E
ESPN NBA 2K5,PS2,2004,Sports,83,7.5,E
Far Cry 2,X360,2008,Action,85,6.7,M
The Legend of Zelda: Twilight Princess,GC,2006,Action,96,9.2,T
Pro Evolution Soccer 2008,PS3,2007,Sports,74,6.1,E
Pokemon Battle Revolution,Wii,2006,Role-Playing,53,6.7,E
Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,75,8.2,E10+
Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,69,6.8,E10+
SoulCalibur IV,X360,2008,Fighting,85,7.9,T
Sonic Generations,PS3,2011,Platform,76,8.2,E
Spyro 2: Season of Flame,GBA,2002,Platform,76,7.6,E
Mario Party 10,WiiU,2015,Misc,66,6.5,E
Devil May Cry 4,PS3,2008,Action,84,8.2,M
Dead Rising 3,XOne,2013,Action,78,6.8,M
NCAA Football 2002,PS2,2001,Sports,90,8.7,E
Gears of War: Judgment,X360,2013,Shooter,79,5.4,M
Watch Dogs,XOne,2014,Action,78,5.8,M
Guitar Hero: On Tour Decades,DS,2008,Misc,72,8.0,E10+
Madden NFL 15,XOne,2014,Sports,80,6.4,E
Conflict: Desert Storm,PS2,2002,Shooter,55,8.6,T
Mario Party 7,GC,2005,Misc,64,7.9,E
Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,84,8.5,E10+
Smuggler's Run,PS2,2000,Racing,79,6.8,T
Fight Night Round 3,PS2,2006,Fighting,84,8.1,T
Need for Speed: Most Wanted,X360,2012,Racing,83,8.5,T
Carnival Games: Mini Golf,Wii,2008,Sports,38,5.7,E
Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,54,9.0,E
LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,73,7.0,E10+
Stuntman,PS2,2002,Racing,71,5.7,T
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,86,8.5,M
LEGO Harry Potter: Years 1-4,X360,2010,Action,79,8.0,E10+
Spider-Man 2: Enter: Electro,PS,2001,Action,74,8.7,E
Guitar Hero 5,Wii,2009,Misc,89,6.9,T
Wolfenstein: The New Order,PS4,2014,Shooter,79,8.1,M
Mafia II,X360,2010,Action,74,7.8,M
BioShock 2,PS3,2010,Shooter,88,8.2,M
Dark Cloud,PS2,2000,Role-Playing,80,8.2,T
Warcraft III: The Frozen Throne,PC,2003,Strategy,88,9.0,T
Active Life: Outdoor Challenge,Wii,2008,Sports,69,8.1,E
Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,90,8.0,T
MVP Baseball 2005,PS2,2005,Sports,87,8.6,E
Uncharted: Golden Abyss,PSV,2011,Shooter,80,7.4,T
Go Vacation,Wii,2011,Misc,64,7.8,E10+
Pro Evolution Soccer 2013,PS3,2012,Sports,82,6.7,E
Dishonored,PS3,2012,Action,89,7.9,M
Mario Golf: Toadstool Tour,GC,2003,Sports,81,8.0,E
Call of Duty: Black Ops II,PC,2012,Shooter,74,4.2,M
Resident Evil: The Umbrella Chronicles,Wii,2007,Action,75,7.6,M
The Simpsons Skateboarding,PS2,2002,Sports,38,5.0,T
Donkey Kong Country: Tropical Freeze,WiiU,2014,Platform,83,8.9,E
Fight Night Round 4,PS3,2009,Fighting,88,7.6,T
Super Monkey Ball 2,GC,2002,Puzzle,87,8.5,E
Pac-Man World 2,PS2,2002,Action,73,7.8,E
MySims Kingdom,Wii,2008,Simulation,76,8.1,E
Dead Space 2,X360,2011,Shooter,90,8.6,M
The Simpsons Game,PS2,2007,Action,68,8.2,T
The Simpsons Game,DS,2007,Action,69,7.3,T
Football Manager 2012,PC,2011,Sports,84,8.0,E
Ni no Kuni: Wrath of the White Witch,PS3,2011,Role-Playing,85,8.6,E10+
SoulCalibur II,GC,2003,Fighting,93,9.1,T
Call of Duty 3,PS3,2006,Shooter,80,6.9,T
Tokyo Xtreme Racer Zero,PS2,2000,Racing,76,8.9,E
Red Faction II,PS2,2002,Shooter,84,8.3,M
Madden NFL 2001,PS2,2000,Sports,91,7.7,E
Star Wars: The Force Unleashed II,PS3,2010,Action,63,6.8,T
Rock Band 2,PS3,2008,Misc,91,7.9,T
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,80,8.1,T
Medal of Honor: Frontline,XB,2002,Shooter,81,6.9,T
Madden NFL 09,PS2,2008,Sports,67,7.0,E
Dead Rising 2,X360,2010,Action,79,6.9,M
Mafia II,PS3,2010,Action,75,7.7,M
Batman: Arkham Knight,XOne,2015,Action,85,6.6,M
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,57,6.9,T
Sonic Rivals 2,PSP,2007,Racing,60,7.8,E
Resistance 3,PS3,2011,Shooter,83,7.8,M
Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,68,5.5,E
007: Quantum of Solace,X360,2008,Action,65,7.1,T
Major League Baseball 2K5,PS2,2005,Sports,82,7.4,E
Fight Night 2004,PS2,2004,Fighting,85,9.0,T
LEGO Star Wars III: The Clone Wars,X360,2011,Action,75,7.8,E10+
Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,93,8.6,T
Call of Duty Black Ops: Declassified,PSV,2012,Action,33,4.8,M
Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,79,7.2,M
Fight Night Round 3,X360,2006,Fighting,86,8.8,T
Super Scribblenauts,DS,2010,Puzzle,81,8.2,E10+
Super Monkey Ball,GC,2001,Puzzle,87,7.9,E
SoulCalibur IV,PS3,2008,Fighting,85,7.9,T
Mario Superstar Baseball,GC,2005,Sports,76,8.6,E
Battlefield: Bad Company,X360,2008,Shooter,83,7.7,T
Homefront,X360,2011,Shooter,70,6.0,M
Onimusha 3: Demon Siege,PS2,2004,Action,85,8.6,M
Red Dead Revolver,PS2,2004,Shooter,73,7.8,M
Resident Evil: Outbreak,PS2,2003,Action,71,8.3,M
Mass Effect 2,PS3,2011,Role-Playing,94,8.5,M
LEGO Battles: Ninjago,DS,2011,Strategy,59,6.9,E
NBA 2K14,PS4,2013,Sports,85,6.5,E
SingStar Pop,PS2,2007,Misc,73,7.5,E10+
Disney Infinity,X360,2013,Action,74,6.5,E10+
My Word Coach,DS,2007,Misc,71,6.8,E
Tiger Woods PGA Tour 2005,PS2,2004,Sports,88,8.2,E
NCAA Football 2003,PS2,2002,Sports,91,8.6,E
Star Wars: The Force Unleashed II,X360,2010,Action,61,5.7,T
WWE SmackDown vs Raw 2008,X360,2007,Fighting,71,6.8,T
Kinect Joy Ride,X360,2010,Racing,52,5.0,E
Smarty Pants,Wii,2007,Misc,65,7.6,E
Classic NES Series: Super Mario Bros.,GBA,2004,Platform,84,8.6,E
Anno 2070,PC,2011,Strategy,83,7.0,T
Hasbro Family Game Night,Wii,2008,Puzzle,63,7.5,E
Sonic Rivals,PSP,2006,Racing,64,7.8,E
BioShock,PS3,2008,Shooter,94,8.7,M
Mass Effect 3,PS3,2012,Role-Playing,93,5.5,M
Cabela's Big Game Hunter,PS2,2002,Sports,59,7.8,T
SimCity (2013),PC,2013,Simulation,64,2.2,E10+
The Legend of Zelda: The Minish Cap,GBA,2004,Action,89,9.0,E
NFL Street,PS2,2004,Sports,80,8.9,E
Dead Space 2,PS3,2011,Shooter,89,8.4,M
Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,81,8.7,E
Metal Gear Rising: Revengeance,PS3,2013,Action,80,7.9,M
Rayman Raving Rabbids,Wii,2006,Misc,76,7.9,E
Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,77,7.3,E
UFC Undisputed 2010,PS3,2010,Fighting,85,7.2,T
Medal of Honor: Warfighter,PS3,2012,Action,55,6.0,M
Sonic's Ultimate Genesis Collection,X360,2009,Misc,79,8.5,E10+
Diablo III,X360,2013,Role-Playing,87,6.6,M
Twisted Metal: Black,PS2,2001,Racing,91,8.4,M
NASCAR 2005: Chase for the Cup,PS2,2004,Racing,87,8.4,E
Fight Night Round 4,X360,2009,Fighting,87,8.1,T
Spider-Man: The Movie,XB,2002,Action,79,7.5,E
LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,83,8.6,E10+
Dead Space,X360,2008,Action,89,8.7,M
LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,72,6.1,E10+
Ridge Racer,PSP,2004,Racing,88,8.2,E
Sonic Advance 3,GBA,2004,Platform,79,8.4,E
Colin McRae Rally 3,PS2,2002,Racing,86,7.7,E
Forza Horizon 2,XOne,2014,Racing,86,8.2,E10+
Madden NFL 2002,PS,2001,Sports,88,8.0,E
Dynasty Warriors 5,PS2,2005,Action,69,8.8,T
Injustice: Gods Among Us,X360,2013,Fighting,81,7.9,T
Far Cry 2,PS3,2008,Action,85,6.4,M
Yoshi's New Island,3DS,2014,Platform,64,6.1,E
True Crime: Streets of LA,XB,2003,Action,77,7.8,M
Ryse: Son of Rome,XOne,2013,Action,60,6.1,M
Mortal Kombat X,XOne,2015,Fighting,86,7.3,M
Rise of the Tomb Raider,XOne,2015,Adventure,86,8.0,M
Sonic Generations,X360,2011,Platform,77,8.3,E
Dave Mirra Freestyle BMX 2,PS2,2001,Sports,81,8.1,T
Bakugan: Battle Brawlers,DS,2009,Action,60,6.7,E
LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,77,8.4,E10+
Deus Ex: Human Revolution,X360,2011,Shooter,89,8.3,M
Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,81,6.1,E10+
Call of Duty: Black Ops,Wii,2010,Shooter,80,5.8,M
Deus Ex: Human Revolution,PS3,2011,Shooter,89,8.2,M
Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,86,8.6,T
The Sims 2,PSP,2005,Simulation,65,6.9,T
Dead Rising 2,PS3,2010,Action,80,6.7,M
Ridge Racer 7,PS3,2006,Racing,78,7.1,E
Tom Clancy's Ghost Recon 2,XB,2004,Shooter,80,8.9,T
Need for Speed: The Run,X360,2011,Action,68,6.0,T
Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,75,7.8,E
Titanfall,X360,2014,Shooter,83,5.9,M
Dead to Rights,PS2,2002,Shooter,73,8.9,M
WWE '13,PS3,2012,Action,76,8.1,T
Hasbro Family Game Night 2,Wii,2009,Misc,63,6.3,E
Gardening Mama,DS,2009,Puzzle,60,9.3,E
Burnout Paradise,X360,2008,Racing,88,6.9,E10+
Middle-Earth: Shadow of Mordor,XOne,2014,Action,87,8.0,M
MotorStorm: Pacific Rift,PS3,2008,Racing,82,8.0,T
Samurai Warriors,PS2,2004,Action,73,8.7,T
Battlefield 4,PC,2013,Shooter,81,6.0,M
Gears of War 4,XOne,2016,Shooter,84,6.2,M
